"bin_start_s","bin_end_s","sample_count","mq8_mean_v","mq8_min_v","mq8_max_v","mq8_range_v","mq8_mean_delta_v","slope_v_per_min"
"0","30","46","0.062607770695652182","-0.001207704","0.22465089","0.225858594","",""
"30","60","47","0.27816046717021281","0.234304622","0.288608611","0.054303989000000025","0.21555269647456063","0.43110539294912126"
"60","90","47","0.27450762082978719","0.26507318","0.284357786","0.019284605999999982","-0.0036528463404256195","-0.007305692680851239"
"90","120","47","0.26074735793617027","0.255152613","0.26672101","0.011568397000000008","-0.013760262893616926","-0.027520525787233852"
"120","150","47","0.25222944865957442","0.247887224","0.256281316","0.0083940919999999919","-0.0085179092765958475","-0.017035818553191695"
"150","180","47","0.24649648744680847","0.242383271","0.250540912","0.0081576409999999933","-0.0057329612127659524","-0.011465922425531905"
"180","210","47","0.24207321353191485","0.239659578","0.244990304","0.00533072599999998","-0.0044232739148936107","-0.0088465478297872213"
"210","240","46","0.23860045904347824","0.235790521","0.241423294","0.0056327730000000076","-0.003472754488436619","-0.0069455089768732381"
"240","270","47","0.23640804036170207","0.233956844","0.23882632","0.0048694760000000115","-0.0021924186817761648","-0.00438483736355233"
"270","300","47","0.23514707034042551","0.232754946","0.236638591","0.0038836450000000189","-0.001260970021276564","-0.002521940042553128"
"300","330","47","0.23259482610638296","0.231036812","0.234933257","0.0038964449999999984","-0.0025522442340425444","-0.0051044884680850888"
"330","360","47","0.23132334331914883","0.229041815","0.233528331","0.004486515999999996","-0.0012714827872341294","-0.0025429655744682589"
"360","390","47","0.23054693123404257","0.228680462","0.232092336","0.0034118740000000092","-0.00077641208510625948","-0.001552824170212519"
"390","420","47","0.22925852087234047","0.227634028","0.231338382","0.0037043540000000208","-0.0012884103617021025","-0.0025768207234042051"
"420","450","47","0.22857211621276594","0.226355046","0.230799675","0.0044446290000000055","-0.00068640465957453545","-0.0013728093191490709"
"450","480","47","0.22759390004255317","0.225683406","0.229223847","0.0035404410000000053","-0.00097821617021276452","-0.001956432340425529"
"480","510","47","0.2264997404042553","0.224431247","0.22905758","0.00462633300000001","-0.0010941596382978702","-0.0021883192765957404"
"510","540","47","0.22565871574468085","0.22390762","0.227389738","0.0034821180000000063","-0.00084102465957444639","-0.0016820493191488928"
"540","570","47","0.22546072655319149","0.223216847","0.227700621","0.0044837739999999959","-0.00019798919148936167","-0.00039597838297872334"
"570","600","47","0.22576146425531918","0.223844931","0.227488562","0.0036436310000000083","0.00030073770212768469","0.00060147540425536938"
"600","630","47","0.22561703527659571","0.223844931","0.227162674","0.0033177430000000119","-0.00014442897872346538","-0.00028885795744693077"
"630","660","47","0.22520594685106388","0.222444937","0.22779265","0.0053477130000000039","-0.00041108842553183589","-0.00082217685106367178"
"660","690","47","0.22471941857446809","0.223198339","0.226644278","0.003445939000000009","-0.0004865282765957879","-0.0009730565531915758"
"690","720","46","0.22570809863043487","0.223811984","0.227611303","0.0037993189999999954","0.00098868005596677855","0.0019773601119335571"
"720","750","47","0.22619654976595746","0.224441722","0.227755666","0.0033139439999999853","0.000488451135522594","0.000976902271045188"
"750","780","47","0.22564877376595741","0.222834423","0.228278667","0.005444243999999987","-0.00054777600000005533","-0.0010955520000001107"
"780","810","47","0.22487141702127666","0.222214133","0.226751283","0.00453714999999999","-0.00077735674468074056","-0.0015547134893614811"
"810","840","47","0.2249897724042553","0.222397521","0.2279419","0.0055443790000000159","0.00011835538297863546","0.00023671076595727092"
"840","870","47","0.22491646161702133","0.223279402","0.226508543","0.0032291410000000187","-7.3310787233965558E-05","-0.00014662157446793112"
"870","900","46","0.22547884156521747","0.223795295","0.227616459","0.003821163999999988","0.00056237994819613446","0.0011247598963922689"
"900","930","47","0.22530465227659574","0.223186567","0.22702904","0.0038424729999999852","-0.00017418928862172889","-0.00034837857724345778"
"930","960","47","0.22555265661702129","0.223897368","0.2273283","0.0034309319999999977","0.000248004340425545","0.00049600868085109"
"960","990","47","0.22616481685106385","0.224314213","0.228039235","0.0037250219999999945","0.00061216023404256359","0.0012243204680851272"
"990","1020","47","0.22618490829787233","0.224103048","0.228058696","0.003955648000000006","2.0091446808478963E-05","4.0182893616957926E-05"
"1020","1050","47","0.22582039685106386","0.22423248","0.227685973","0.0034534930000000019","-0.00036451144680846315","-0.00072902289361692629"
"1050","1080","47","0.22603881772340431","0.224233836","0.227772921","0.0035390849999999974","0.00021842087234044683","0.00043684174468089365"
"1080","1110","46","0.2265778073695652","0.224128515","0.228342921","0.0042144060000000039","0.00053898964616089229","0.0010779792923217846"
"1110","1140","47","0.224652023319149","0.222631529","0.226450205","0.0038186759999999931","-0.0019257840504162127","-0.0038515681008324254"
"1140","1170","47","0.22391951559574463","0.221933037","0.225931078","0.0039980410000000077","-0.00073250772340435755","-0.0014650154468087151"
"1170","1200","47","0.22565136565957453","0.223608688","0.227717087","0.0041083990000000126","0.0017318500638298928","0.0034637001276597856"
"1200","1230","46","0.22620422978260862","0.223873928","0.228215262","0.0043413340000000022","0.00055286412303409693","0.0011057282460681939"
"1230","1260","47","0.22598157217021281","0.223855779","0.227937698","0.0040819189999999894","-0.00022265761239581572","-0.00044531522479163144"
"1260","1290","46","0.225743793","0.223558828","0.228248313","0.004689485000000021","-0.00023777917021280959","-0.00047555834042561917"
"1290","1320","47","0.22462471300000006","0.222153828","0.226911813","0.0047579849999999924","-0.001119079999999939","-0.002238159999999878"
"1320","1350","46","0.22516225510869561","0.222065762","0.227878183","0.0058124210000000121","0.00053754210869555452","0.001075084217391109"
"1350","1380","47","0.22539081444680859","0.222947478","0.227423117","0.0044756390000000035","0.00022855933811297136","0.00045711867622594271"
"1380","1410","46","0.22581510573913044","0.223955557","0.228008434","0.00405287700000001","0.00042429129232185447","0.000848582584643709"
"1410","1440","47","0.22606299821276601","0.223944828","0.22782746","0.003882631999999997","0.00024789247363557476","0.00049578494727114952"
"1440","1470","46","0.22588057243478268","0.223999783","0.227711394","0.0037116110000000035","-0.00018242577798333048","-0.00036485155596666097"
"1470","1500","47","0.22603358631914905","0.223907754","0.227954507","0.004046753000000014","0.00015301388436636532","0.00030602776873273063"
"1500","1530","46","0.22597841565217386","0.223795682","0.227701932","0.00390625","-5.5170666975190574E-05","-0.00011034133395038115"
"1530","1560","47","0.2265148921276596","0.224094719","0.228276893","0.0041821740000000107","0.00053647647548574207","0.0010729529509714841"
"1560","1590","46","0.22649006554347831","0.224658817","0.22816138","0.0035025629999999863","-2.4826584181292244E-05","-4.9653168362584488E-05"
"1590","1620","47","0.22650811831914897","0.224329233","0.228718966","0.0043897330000000068","1.8052775670657217E-05","3.6105551341314435E-05"
"1620","1650","46","0.226516066652174","0.224459931","0.228507131","0.0040472000000000008","7.94833302503184E-06","1.5896666050063679E-05"
"1650","1680","46","0.22634231780434788","0.224323437","0.228178069","0.0038546320000000245","-0.00017374884782611622","-0.00034749769565223243"
"1680","1710","47","0.22652939731914895","0.224161312","0.22921443","0.0050531179999999953","0.00018707951480106955","0.00037415902960213909"
"1710","1740","47","0.22650428804255329","0.224291131","0.22862491","0.0043337789999999821","-2.5109276595658425E-05","-5.021855319131685E-05"
"1740","1770","46","0.22815593626086964","0.225668907","0.230731651","0.0050627440000000079","0.0016516482183163428","0.0033032964366326856"
"1770","1800","47","0.22849741551063821","0.226656079","0.230213165","0.0035570859999999871","0.00034147924976857258","0.00068295849953714516"
"1800","1830","46","0.22779915384782615","0.22545059","0.230270952","0.0048203619999999947","-0.00069826166281206081","-0.0013965233256241216"
"1830","1860","47","0.2296955556595745","0.227810457","0.23187992","0.0040694629999999954","0.001896401811748355","0.00379280362349671"
"1860","1890","46","0.23028816602173913","0.228636116","0.231967136","0.00333101999999999","0.000592610362164625","0.00118522072432925"
"1890","1920","47","0.23123523997872347","0.229223609","0.233280107","0.0040564979999999917","0.0009470739569843456","0.0018941479139686912"
"1920","1950","47","0.23109570240425537","0.228631422","0.233203053","0.0045716309999999927","-0.00013953757446810711","-0.00027907514893621421"
"1950","1980","46","0.23173474158695653","0.229567677","0.233505875","0.0039381980000000039","0.00063903918270116766","0.0012780783654023353"
"1980","2010","47","0.23203590795744683","0.229725078","0.234184429","0.004459351","0.00030116637049029671","0.00060233274098059342"
"2010","2040","46","0.23241182093478266","0.229483455","0.234720036","0.00523658099999999","0.0003759129773358294","0.0007518259546716588"
"2040","2070","47","0.23302113980851066","0.230050758","0.234998301","0.0049475429999999987","0.0006093188737280042","0.0012186377474560084"
"2070","2100","46","0.2343054744347825","0.231466606","0.236555219","0.00508861300000002","0.001284334626271838","0.0025686692525436761"
"2100","2130","46","0.23373318478260871","0.230727762","0.236670807","0.0059430450000000079","-0.0005722896521737908","-0.0011445793043475816"
"2130","2160","46","0.23381965382608705","0.231888652","0.235893443","0.0040047910000000075","8.6469043478337726E-05","0.00017293808695667545"
"2160","2190","47","0.23365065746808514","0.230553478","0.236139342","0.0055858639999999959","-0.00016899635800191048","-0.00033799271600382097"
"2190","2220","46","0.23392904780434784","0.231728628","0.236540407","0.004811779000000016","0.0002783903362627016","0.0005567806725254032"
"2220","2250","47","0.2347124361276596","0.232127339","0.237434","0.0053066610000000181","0.00078338832331176222","0.0015667766466235244"
"2250","2280","46","0.23453197499999998","0.231926247","0.236340851","0.0044146039999999886","-0.00018046112765962574","-0.00036092225531925148"
