"bin_start_s","bin_end_s","sample_count","mq8_mean_v","mq8_min_v","mq8_max_v","mq8_range_v","mq8_mean_delta_v","slope_v_per_min"
"0","30","46","0.013909287543478262","-0.001215245","0.058667921","0.059883165999999995","",""
"30","60","47","0.074212123255319146","0.06193354","0.078297839","0.016364298999999992","0.060302835711840884","0.12060567142368177"
"60","90","47","0.065679274021276587","0.059441578","0.072324917","0.012883339","-0.0085328492340425582","-0.017065698468085113"
"90","120","46","0.053110366543478275","0.047250673","0.058962334","0.011711660999999998","-0.012568907477798312","-0.025137814955596624"
"120","150","47","0.042855922574468089","0.039303757","0.04734464","0.0080408829999999987","-0.010254443969010187","-0.020508887938020373"
"150","180","47","0.035878489106382978","0.030193593","0.040915374","0.010721780999999996","-0.0069774334680851105","-0.013954866936170223"
"180","210","46","0.02992464595652174","0.027375784","0.031765345","0.004389561","-0.0059538431498612383","-0.011907686299722477"
"210","240","47","0.024834496148936156","0.021661077","0.029153317","0.0074922400000000007","-0.0050901498075855839","-0.010180299615171168"
"240","270","47","0.023442349957446811","0.020429084","0.026724044","0.0062949599999999988","-0.0013921461914893456","-0.0027842923829786911"
"270","300","47","0.020221324872340428","0.016359476","0.022832498","0.0064730219999999984","-0.0032210250851063826","-0.0064420501702127653"
"300","330","47","0.018144955638297867","0.01536144","0.022323791","0.0069623509999999986","-0.0020763692340425612","-0.0041527384680851223"
"330","360","46","0.014945315456521738","0.012025313","0.017493267","0.0054679540000000006","-0.003199640181776129","-0.0063992803635522589"
"360","390","47","0.015483784702127662","0.009093526","0.019205179","0.010111653","0.00053846924560592424","0.0010769384912118485"
"390","420","47","0.012746947553191492","0.009817163","0.015139176","0.0053220130000000004","-0.0027368371489361696","-0.0054736742978723392"
"420","450","47","0.01234846174468085","0.009755629","0.015184822","0.0054291930000000006","-0.00039848580851064262","-0.00079697161702128524"
"450","480","46","0.010199940739130437","0.005875384","0.014286986","0.008411602","-0.002148521005550413","-0.004297042011100826"
"480","510","47","0.0087888272127659584","0.006641725","0.012396829","0.005755104","-0.0014111135263644783","-0.0028222270527289567"
"510","540","47","0.0077493224680851075","0.006445068","0.009052819","0.002607751","-0.001039504744680851","-0.0020790094893617019"
"540","570","47","0.00777740059574468","0.005095014","0.009988527","0.004893513","2.8078127659572107E-05","5.6156255319144213E-05"
"570","600","46","0.00535886093478261","0.002772565","0.007453328","0.004680763000000001","-0.0024185396609620697","-0.0048370793219241395"
"600","630","47","0.0069583120212765963","0.004422453","0.009064513","0.00464206","0.0015994510864939865","0.0031989021729879729"
"630","660","47","0.0052508225106382986","0.002622512","0.00768683","0.005064318","-0.0017074895106382977","-0.0034149790212765953"
"660","690","47","0.0061540690212765975","0.003295003","0.008993085","0.005698082","0.00090324651063829892","0.0018064930212765978"
"690","720","47","0.0051388694893617012","0.002924071","0.006601463","0.0036773920000000002","-0.0010151995319148963","-0.0020303990638297926"
"720","750","46","0.0049210676739130411","0.001620039","0.00975498","0.008134941","-0.00021780181544866009","-0.00043560363089732018"
"750","780","47","0.0051151691914893618","0.001797931","0.007075551","0.00527762","0.00019410151757632069","0.00038820303515264137"
"780","810","47","0.0059583937021276626","0.003738794","0.00807506","0.004336266","0.0008432245106383008","0.0016864490212766016"
"810","840","47","0.006300637957446808","0.001410236","0.00967382","0.008263584","0.00034224425531914539","0.00068448851063829079"
"840","870","46","0.0033656689782608695","0.001277817","0.005892302","0.004614485","-0.0029349689791859385","-0.0058699379583718771"
"870","900","47","0.0035109182127659572","0.001032413","0.006918828","0.005886415","0.00014524923450508773","0.00029049846901017546"
"900","930","47","0.0035398151914893625","0.002062086","0.005338779","0.0032766930000000002","2.8896978723405315E-05","5.779395744681063E-05"
"930","960","47","0.00456648629787234","0.00171626","0.006849487","0.005133227","0.0010266711063829778","0.0020533422127659556"
"960","990","47","0.0041796983617021274","0.001249084","0.008105488","0.0068564039999999991","-0.00038678793617021295","-0.00077357587234042589"
"990","1020","46","0.0062589878260869572","0.00314561","0.008322018","0.005176408","0.00207928946438483","0.00415857892876966"
